CBSA_Code1,CBSA_Code,MSA_Name,Patents_2015
39980,239980,"Richmond, IN",9
11980,211980,"Athens, TX",16
13340,213340,"Bellefontaine, OH",4
32740,232740,"Meadville, PA",9
37820,237820,"Pendleton-Hermiston, OR",5
48940,248940,"Wilmington, OH",8
10700,210700,"Albertville, AL",11
11420,211420,"Angola, IN",6
36900,236900,"Ottumwa, IA",9
11220,211220,"Amsterdam, NY",12
43420,243420,"Sierra Vista-Douglas, AZ",9
16380,216380,"Celina, OH",8
36460,236460,"Olean, NY",7
38820,238820,"Port Angeles, WA",16
26140,226140,"Homosassa Springs, FL",3
38500,238500,"Plymouth, IN",3
27420,227420,"Jamestown, ND",6
28260,228260,"Kearney, NE",10
32270,232270,"Marshfield-Wisconsin Rapids, WI",15
44580,244580,"Sterling, IL",5
11660,211660,"Arkadelphia, AR",0
11780,211780,"Ashtabula, OH",6
13260,213260,"Bedford, IN",7
46300,246300,"Twin Falls, ID",10
20420,220420,"Durango, CO",12
35940,235940,"Norwalk, OH",7
18820,218820,"Crawfordsville, IN",7
43140,243140,"Shelby, NC",6
46100,246100,"Tullahoma, TN",3
19220,219220,"Danville, KY",5
11740,211740,"Ashland, OH",3
22260,222260,"Fergus Falls, MN",16
26480,226480,"Humboldt, TN",2
32700,232700,"McPherson, KS",14
39500,239500,"Quincy, IL-MO",3
43740,243740,"Somerset, PA",8
18100,218100,"Columbus, NE",9
40820,240820,"Ruston, LA",9
24620,224620,"Greeneville, TN",10
12380,212380,"Austin, MN",5
24940,224940,"Greenwood, SC",8
37060,237060,"Oxford, MS",6
36340,236340,"Oil City, PA",11
40500,240500,"Rockland, ME",2
25720,225720,"Heber, UT",11
43540,243540,"Silverthorne, CO",10
14100,214100,"Bloomsburg-Berwick, PA",5
14340,214340,"Boone, IA",12
16060,216060,"Carbondale, IL",6
41580,241580,"Salisbury, NC",10
12300,212300,"Augusta-Waterville, ME",7
31940,231940,"Marinette, WI-MI",6
34340,234340,"Mount Airy, NC",4
18980,218980,"Cullman, AL",4
26220,226220,"Hood River, OR",11
34020,234020,"Morgan City, LA",2
42980,242980,"Seymour, IN",14
25340,225340,"Harriman, TN",6
34380,234380,"Mount Pleasant, MI",3
34540,234540,"Mount Vernon, OH",3
38460,238460,"Plattsburgh, NY",5
11620,211620,"Ardmore, OK",3
15460,215460,"Burlington, IA-IL",8
28820,228820,"Kinston, NC",2
33820,233820,"Monroe, WI",3
18220,218220,"Connersville, IN",1
23620,223620,"Gainesville, TX",13
20380,220380,"Dunn, NC",2
44620,244620,"Stevens Point, WI",5
20660,220660,"Easton, MD",10
30660,230660,"Lincoln, IL",3
37140,237140,"Paducah, KY-IL",8
26540,226540,"Huntington, IN",6
40700,240700,"Roseburg, OR",6
35740,235740,"Norfolk, NE",5
38100,238100,"Picayune, MS",7
26740,226740,"Hutchinson, KS",9
32860,232860,"Menomonie, WI",6
14380,214380,"Boone, NC",6
16660,216660,"Charleston-Mattoon, IL",2
38420,238420,"Platteville, WI",5
47420,247420,"Wahpeton, ND-MN",5
15620,215620,"Cadillac, MI",6
24700,224700,"Greensburg, IN",2
31920,231920,"Marble Falls, TX",4
42700,242700,"Sebring, FL",3
10140,210140,"Aberdeen, WA",4
24100,224100,"Gloversville, NY",5
36580,236580,"Oneonta, NY",8
41460,241460,"Salina, KS",3
42940,242940,"Sevierville, TN",7
10220,210220,"Ada, OK",7
40180,240180,"Riverton, WY",2
44780,244780,"Sturgis, MI",1
24260,224260,"Grand Island, NE",4
25220,225220,"Hammond, LA",3
33420,233420,"Mineral Wells, TX",2
43220,243220,"Shelton, WA",5
19940,219940,"Dixon, IL",15
31980,231980,"Marion, IN",2
46500,246500,"Urbana, OH",3
14700,214700,"Branson, MO",3
22100,222100,"Farmington, MO",6
32940,232940,"Meridian, MS",3
11820,211820,"Astoria, OR",2
19580,219580,"Defiance, OH",2
23140,223140,"Frankfort, IN",6
31380,231380,"Macomb, IL",0
38700,238700,"Pontiac, IL",0
17340,217340,"Clearlake, CA",1
32020,232020,"Marion, OH",2
34180,234180,"Moses Lake, WA",7
34860,234860,"Nacogdoches, TX",5
46980,246980,"Vicksburg, MS",2
47340,247340,"Wabash, IN",1
48980,248980,"Wilson, NC",4
26660,226660,"Huntsville, TX",6
28500,228500,"Kerrville, TX",6
31500,231500,"Madison, IN",12
47980,247980,"Watertown, SD",4
15580,215580,"Butte-Silver Bow, MT",7
17740,217740,"Coldwater, MI",0
33980,233980,"Morehead City, NC",1
40540,240540,"Rock Springs, WY",7
47620,247620,"Warren, PA",0
15860,215860,"Ca–on City, CO",4
34780,234780,"Muskogee, OK",3
37260,237260,"Palatka, FL",3
22800,222800,"Fort Madison-Keokuk, IA-MO",4
38260,238260,"Pittsburg, KS",3
23240,223240,"Fredericksburg, TX",5
28180,228180,"Kapaa, HI",6
29900,229900,"Laurinburg, NC",0
19540,219540,"Decatur, IN",6
21460,221460,"Enterprise-Ozark, AL",1
23340,223340,"Fremont, NE",1
23380,223380,"Fremont, OH",5
28900,228900,"Klamath Falls, OR",6
32180,232180,"Marshall, MO",6
36180,236180,"Ocean Pines, MD",6
44020,244020,"Spirit Lake, IA",2
45660,245660,"Tiffin, OH",6
45700,245700,"Tifton, GA",7
23180,223180,"Frankfort, KY",3
37740,237740,"Payson, AZ",9
13100,213100,"Beatrice, NE",1
21540,221540,"Escanaba, MI",2
41260,241260,"St. Marys, PA",2
49460,249460,"Yankton, SD",5
13220,213220,"Beckley, WV",12
13420,213420,"Bemidji, MN",7
29380,229380,"Lake City, FL",2
36660,236660,"Opelousas-Eunice, LA",4
36700,236700,"Orangeburg, SC",3
10940,210940,"Alma, MI",0
14140,214140,"Bluefield, WV-VA",2
16500,216500,"Centralia, WA",6
17060,217060,"Chillicothe, OH",3
15700,215700,"Cambridge, MD",9
17540,217540,"Clinton, IA",5
32300,232300,"Martinsville, VA",6
16260,216260,"Cedar City, UT",5
20180,220180,"DuBois, PA",3
22580,222580,"Forest City, NC",13
36620,236620,"Ontario, OR-ID",3
18060,218060,"Columbus, MS",3
23860,223860,"Georgetown, SC",5
32980,232980,"Merrill, WI",4
17220,217220,"Clarksburg, WV",2
18460,218460,"Cornelia, GA",5
25740,225740,"Helena, MT",3
30380,230380,"Lewistown, PA",3
32380,232380,"Mason City, IA",8
17940,217940,"Columbia, TN",5
19860,219860,"Dickinson, ND",4
21380,221380,"Emporia, KS",3
38380,238380,"Plainview, TX",3
46460,246460,"Union City, TN-KY",7
14820,214820,"Brevard, NC",3
23940,223940,"Gillette, WY",1
33940,233940,"Montrose, CO",4
23780,223780,"Garden City, KS",3
42900,242900,"Seneca Falls, NY",5
43320,243320,"Show Low, AZ",2
45620,245620,"Thomasville, GA",0
30260,230260,"Lewisburg, PA",5
32220,232220,"Marshall, TX",5
40740,240740,"Roswell, NM",1
45340,245340,"Taos, NM",1
47820,247820,"Washington, NC",4
49060,249060,"Winfield, KS",1
33620,233620,"Moberly, MO",3
44980,244980,"Sunbury, PA",3
15340,215340,"Bucyrus, OH",2
18300,218300,"Coos Bay, OR",1
32140,232140,"Marshall, MN",3
39940,239940,"Rexburg, ID",4
46820,246820,"Vermillion, SD",5
11940,211940,"Athens, TN",4
21580,221580,"Espanola, NM",2
33060,233060,"Miami, OK",1
14620,214620,"Bradford, PA",1
18940,218940,"Crowley, LA",7
22280,222280,"Fernley, NV",3
40780,240780,"Russellville, AR",5
40940,240940,"Safford, AZ",3
22700,222700,"Fort Dodge, IA",3
29860,229860,"Laurel, MS",2
30900,230900,"Logansport, IN",2
10620,210620,"Albemarle, NC",5
17700,217700,"Coffeyville, KS",2
18740,218740,"Coshocton, OH",2
31580,231580,"Madisonville, KY",1
42500,242500,"Scottsburg, IN",1
10020,210020,"Abbeville, LA",1
15420,215420,"Burley, ID",5
22840,222840,"Fort Payne, AL",1
35900,235900,"North Wilkesboro, NC",2
43060,243060,"Shawnee, OK",2
43260,243260,"Sheridan, WY",2
15220,215220,"Brownwood, TX",2
15740,215740,"Cambridge, OH",1
20540,220540,"Dyersburg, TN",2
34500,234500,"Mount Vernon, IL",3
49780,249780,"Zanesville, OH",1
14300,214300,"Bonham, TX",4
19020,219020,"Culpeper, VA",6
20900,220900,"El Campo, TX",0
21740,221740,"Evanston, WY",1
31260,231260,"Lufkin, TX",3
35220,235220,"New Castle, IN",5
39220,239220,"Price, UT",3
46860,246860,"Vernal, UT",5
45540,245540,"The Villages, FL",5
15660,215660,"Calhoun, GA",2
21260,221260,"Ellensburg, WA",6
25300,225300,"Hannibal, MO",0
25580,225580,"Hastings, NE",2
27020,227020,"Iron Mountain, MI-WI",5
32660,232660,"McMinnville, TN",4
35700,235700,"Nogales, AZ",0
37220,237220,"Pahrump, NV",4
42420,242420,"Scottsbluff, NE",3
45740,245740,"Toccoa, GA",1
48180,248180,"Waycross, GA",2
10460,210460,"Alamogordo, NM",2
17380,217380,"Cleveland, MS",2
33500,233500,"Minot, ND",3
13060,213060,"Bay City, TX",1
14780,214780,"Brenham, TX",1
20140,220140,"Dublin, GA",0
25700,225700,"Hays, KS",1
44500,244500,"Stephenville, TX",3
10100,210100,"Aberdeen, SD",5
33580,233580,"Mitchell, SD",1
43940,243940,"Spearfish, SD",2
48780,248780,"Williston, ND",5
14220,214220,"Bogalusa, LA",2
19980,219980,"Dodge City, KS",3
21020,221020,"Elizabeth City, NC",7
33300,233300,"Milledgeville, GA",0
33380,233380,"Minden, LA",0
39780,239780,"Red Bluff, CA",3
43180,243180,"Shelbyville, TN",1
20460,220460,"Durant, OK",2
21220,221220,"Elko, NV",3
21420,221420,"Enid, OK",2
21900,221900,"Fairmont, WV",1
29780,229780,"Las Vegas, NM",0
35580,235580,"New Ulm, MN",1
37540,237540,"Paris, TN",1
11860,211860,"Atchison, KS",1
14180,214180,"Blytheville, AR",2
18900,218900,"Crossville, TN",1
27700,227700,"Jesup, GA",1
13660,213660,"Big Rapids, MI",0
16100,216100,"Carlsbad-Artesia, NM",2
27380,227380,"Jacksonville, TX",0
28620,228620,"Kill Devil Hills, NC",1
11580,211580,"Arcadia, FL",0
16460,216460,"Centralia, IL",2
24460,224460,"Great Bend, KS",0
30060,230060,"Lebanon, MO",1
37500,237500,"Paragould, AR",0
42460,242460,"Scottsboro, AL",2
46780,246780,"Van Wert, OH",4
48220,248220,"Weatherford, OK",8
10760,210760,"Alexander City, AL",2
20980,220980,"El Dorado, AR",5
26260,226260,"Hope, AR",4
31660,231660,"Malone, NY",1
40260,240260,"Roanoke Rapids, NC",1
44860,244860,"Sulphur Springs, TX",2
45180,245180,"Talladega-Sylacauga, AL",5
47780,247780,"Washington, IN",2
45980,245980,"Troy, AL",2
10660,210660,"Albert Lea, MN",1
15900,215900,"Canton, IL",0
25460,225460,"Harrison, AR",0
25780,225780,"Henderson, NC",0
26500,226500,"Huntingdon, PA",6
31620,231620,"Magnolia, AR",1
37940,237940,"Peru, IN",2
42620,242620,"Searcy, AR",0
47660,247660,"Warrensburg, MO",1
25380,225380,"Harrisburg, IL",1
30420,230420,"Lexington, NE",0
38740,238740,"Poplar Bluff, MO",0
41220,241220,"St. Marys, GA",2
43460,243460,"Sikeston, MO",1
10980,210980,"Alpena, MI",4
34300,234300,"Mountain Home, ID",2
37580,237580,"Paris, TX",2
42780,242780,"Selinsgrove, PA",2
43500,243500,"Silver City, NM",1
44340,244340,"Statesboro, GA",0
47080,247080,"Vidalia, GA",1
47920,247920,"Washington Court House, OH",0
48460,248460,"West Plains, MO",1
49380,249380,"Worthington, MN",2
12900,212900,"Batesville, AR",3
16900,216900,"Chester, SC",4
26020,226020,"Hobbs, NM",2
31300,231300,"Lumberton, NC",2
32460,232460,"Mayfield, KY",1
35020,235020,"Natchez, MS-LA",1
42740,242740,"Sedalia, MO",0
45520,245520,"The Dalles, OR",0
47180,247180,"Vincennes, IN",2
24900,224900,"Greenwood, MS",2
26700,226700,"Huron, SD",1
34460,234460,"Mount Sterling, KY",1
37300,237300,"Palestine, TX",0
40760,240760,"Ruidoso, NM",2
43660,243660,"Snyder, TX",2
45140,245140,"Tahlequah, OK",1
47500,247500,"Walterboro, SC",1
15060,215060,"Brookings, OR",1
21640,221640,"Eufaula, AL-GA",0
23500,223500,"Gaffney, SC",2
27940,227940,"Juneau, AK",1
30820,230820,"Lock Haven, PA",1
32500,232500,"Maysville, KY",1
34260,234260,"Mountain Home, AR",1
35860,235860,"North Vernon, IN",1
39260,239260,"Prineville, OR",1
44540,244540,"Sterling, CO",2
45000,245000,"Susanville, CA",1
14420,214420,"Borger, TX",1
23980,223980,"Glasgow, KY",2
29220,229220,"La Follette, TN",3
36060,236060,"Oak Hill, WV",0
43980,243980,"Spencer, IA",2
44740,244740,"Storm Lake, IA",2
44900,244900,"Summerville, GA",0
18340,218340,"Corbin, KY",1
13620,213620,"Berlin, NH-VT",1
18380,218380,"Cordele, GA",0
18420,218420,"Corinth, MS",1
18620,218620,"Corsicana, TX",4
27300,227300,"Jacksonville, IL",3
29980,229980,"Lawrenceburg, TN",0
30220,230220,"Levelland, TX",0
32280,232280,"Martin, TN",0
35140,235140,"Newberry, SC",2
39020,239020,"Portsmouth, OH",0
21120,221120,"Elk City, OK",1
30280,230280,"Lewisburg, TN",2
32540,232540,"McAlester, OK",0
34660,234660,"Murray, KY",2
36380,236380,"Okeechobee, FL",1
42820,242820,"Selma, AL",0
45260,245260,"Tallulah, LA",0
10860,210860,"Alice, TX",0
22980,222980,"Fort Valley, GA",0
35460,235460,"Newport, TN",3
42300,242300,"Sault Ste. Marie, MI",0
30940,230940,"London, KY",2
13700,213700,"Big Spring, TX",2
15780,215780,"Camden, AR",2
19620,219620,"Del Rio, TX",0
21860,221860,"Fairmont, MN",0
21980,221980,"Fallon, NV",3
22620,222620,"Forrest City, AR",1
28380,228380,"Kennett, MO",2
29260,229260,"La Grande, OR",0
32340,232340,"Maryville, MO",0
34220,234220,"Moultrie, GA",1
35820,235820,"North Platte, NE",1
37420,237420,"Pampa, TX",1
38580,238580,"Point Pleasant, WV-OH",0
46260,246260,"Tuskegee, AL",1
13300,213300,"Beeville, TX",0
18860,218860,"Crescent City, CA",1
19760,219760,"DeRidder, LA",2
20060,220060,"Douglas, GA",3
49260,249260,"Woodward, OK",1
16340,216340,"Cedartown, GA",0
22780,222780,"Fort Leonard Wood, MO",1
22820,222820,"Fort Morgan, CO",1
34420,234420,"Mount Pleasant, TX",1
17500,217500,"Clewiston, FL",1
17580,217580,"Clovis, NM",1
24980,224980,"Grenada, MS",2
32620,232620,"McComb, MS",0
33020,233020,"Mexico, MO",0
37660,237660,"Parsons, KS",2
11060,211060,"Altus, OK",0
13500,213500,"Bennettsville, SC",0
15020,215020,"Brookhaven, MS",1
16420,216420,"Central City, KY",0
25100,225100,"Guymon, OK",0
28860,228860,"Kirksville, MO",0
35060,235060,"Natchitoches, LA",1
40460,240460,"Rockingham, NC",0
46420,246420,"Union, SC",1
48100,248100,"Wauchula, FL",1
11140,211140,"Americus, GA",1
15820,215820,"Campbellsville, KY",0
22340,222340,"Fitzgerald, GA",0
28980,228980,"Kodiak, AK",0
15140,215140,"Brownsville, TN",1
19700,219700,"Deming, NM",0
25660,225660,"Havre, MT",1
45580,245580,"Thomaston, GA",2
48500,248500,"West Point, MS",1
11380,211380,"Andrews, TX",0
12460,212460,"Bainbridge, GA",0
12820,212820,"Bastrop, LA",1
19900,219900,"Dillon, SC",0
25820,225820,"Hereford, TX",0
26940,226940,"Indianola, MS",0
38180,238180,"Pierre, SD",0
13860,213860,"Bishop, CA",1
17620,217620,"Coamo, PR",0
20300,220300,"Dumas, TX",0
22860,222860,"Fort Polk South, LA",0
23700,223700,"Gallup, NM",0
30580,230580,"Liberal, KS",0
33180,233180,"Middlesborough, KY",0
43700,243700,"Somerset, KY",0
46620,246620,"Uvalde, TX",0
49540,249540,"Yazoo City, MS",0
28540,228540,"Ketchikan, AK",1
20580,220580,"Eagle Pass, TX",0
29500,229500,"Lamesa, TX",0
38780,238780,"Portales, NM",0
45020,245020,"Sweetwater, TX",0
46900,246900,"Vernon, TX",1
46740,246740,"Valley, AL",0
24380,224380,"Grants, NM",0
27660,227660,"Jennings, LA",0
28780,228780,"Kingsville, TX",0
25760,225760,"Helena-West Helena, AR",0
38200,238200,"Pierre Part, LA",0
40100,240100,"Rio Grande City-Roma, TX",1
17260,217260,"Clarksdale, MS",0
37780,237780,"Pecos, TX",1
39700,239700,"Raymondville, TX",0
42180,242180,"Santa Isabel, PR",1
46580,246580,"Utuado, PR",0
,,-- Subtotal --,4200
,,,
00927,900927,"Non Metro/Micropolitan Statistical Areas, MN",125
00919,900919,"Non Metro/Micropolitan Statistical Areas, IA",104
00955,900955,"Non Metro/Micropolitan Statistical Areas, WI",102
00926,900926,"Non Metro/Micropolitan Statistical Areas, MI",75
00948,900948,"Non Metro/Micropolitan Statistical Areas, TX",75
00917,900917,"Non Metro/Micropolitan Statistical Areas, IL",64
00936,900936,"Non Metro/Micropolitan Statistical Areas, NY",85
00951,900951,"Non Metro/Micropolitan Statistical Areas, VA",46
00918,900918,"Non Metro/Micropolitan Statistical Areas, IN",42
00913,900913,"Non Metro/Micropolitan Statistical Areas, GA",50
00929,900929,"Non Metro/Micropolitan Statistical Areas, MO",43
00908,900908,"Non Metro/Micropolitan Statistical Areas, CO",48
00939,900939,"Non Metro/Micropolitan Statistical Areas, OH",50
00953,900953,"Non Metro/Micropolitan Statistical Areas, WA",30
00920,900920,"Non Metro/Micropolitan Statistical Areas, KS",35
00931,900931,"Non Metro/Micropolitan Statistical Areas, NE",33
00942,900942,"Non Metro/Micropolitan Statistical Areas, PA",42
00947,900947,"Non Metro/Micropolitan Statistical Areas, TN",24
00916,900916,"Non Metro/Micropolitan Statistical Areas, ID",29
00950,900950,"Non Metro/Micropolitan Statistical Areas, VT",27
00937,900937,"Non Metro/Micropolitan Statistical Areas, NC",52
00912,900912,"Non Metro/Micropolitan Statistical Areas, FL",33
00906,900906,"Non Metro/Micropolitan Statistical Areas, CA",28
00921,900921,"Non Metro/Micropolitan Statistical Areas, KY",18
00940,900940,"Non Metro/Micropolitan Statistical Areas, OK",35
00923,900923,"Non Metro/Micropolitan Statistical Areas, ME",25
00930,900930,"Non Metro/Micropolitan Statistical Areas, MT",17
00954,900954,"Non Metro/Micropolitan Statistical Areas, WV",14
00905,900905,"Non Metro/Micropolitan Statistical Areas, AR",26
00956,900956,"Non Metro/Micropolitan Statistical Areas, WY",30
00938,900938,"Non Metro/Micropolitan Statistical Areas, ND",24
00901,900901,"Non Metro/Micropolitan Statistical Areas, AL",14
00928,900928,"Non Metro/Micropolitan Statistical Areas, MS",8
00941,900941,"Non Metro/Micropolitan Statistical Areas, OR",5
00949,900949,"Non Metro/Micropolitan Statistical Areas, UT",18
00946,900946,"Non Metro/Micropolitan Statistical Areas, SD",10
00933,900933,"Non Metro/Micropolitan Statistical Areas, NH",13
00935,900935,"Non Metro/Micropolitan Statistical Areas, NM",6
00902,900902,"Non Metro/Micropolitan Statistical Areas, AK",9
00945,900945,"Non Metro/Micropolitan Statistical Areas, SC",3
00922,900922,"Non Metro/Micropolitan Statistical Areas, LA",1
00925,900925,"Non Metro/Micropolitan Statistical Areas, MA",7
00978,900978,"Non Metro/Micropolitan Statistical Areas, VI",7
00924,900924,"Non Metro/Micropolitan Statistical Areas, MD",2
00932,900932,"Non Metro/Micropolitan Statistical Areas, NV",2
00904,900904,"Non Metro/Micropolitan Statistical Areas, AZ",2
00966,900966,"Non Metro/Micropolitan Statistical Areas, GU",4
00969,900969,"Non Metro/Micropolitan Statistical Areas, MP",0
00972,900972,"Non Metro/Micropolitan Statistical Areas, PR",0
,,-- Subtotal --,1537
,,,
00,100,"Undetermined Statistical Areas, US",0
25,125,"Undetermined Statistical Areas, MA",0
36,136,"Undetermined Statistical Areas, NY",0
06,106,"Undetermined Statistical Areas, CA",0
42,142,"Undetermined Statistical Areas, PA",0
51,151,"Undetermined Statistical Areas, VA",0
12,112,"Undetermined Statistical Areas, FL",0
17,117,"Undetermined Statistical Areas, IL",0
32,132,"Undetermined Statistical Areas, NV",0
34,134,"Undetermined Statistical Areas, NJ",0
37,137,"Undetermined Statistical Areas, NC",0
39,139,"Undetermined Statistical Areas, OH",0
47,147,"Undetermined Statistical Areas, TN",0
48,148,"Undetermined Statistical Areas, TX",0
49,149,"Undetermined Statistical Areas, UT",0
53,153,"Undetermined Statistical Areas, WA",0
,,-- Subtotal --,0
,,,
,---,"TOTAL, ALL AREAS",140928